catalog,sim_id,category,nrsur7dq4_calibration,total_mass,q,mass1,mass2,spin1z,spin2z,chi_eff,eccentricity,f_lower_nr,f_lower_sur,f_lower_match,error,match_22,phase_diff_22,n_cycles_22,f_lower_mode_22,match_21,phase_diff_21,n_cycles_21,f_lower_mode_21,match_33,phase_diff_33,n_cycles_33,f_lower_mode_33,match_44,phase_diff_44,n_cycles_44,f_lower_mode_44,match_32,phase_diff_32,n_cycles_32,f_lower_mode_32,match_43,phase_diff_43,n_cycles_43,f_lower_mode_43
MAYA,GT0371,a,False,40.0,1.3000013353235882,22.608705749132803,17.3912942508672,1.5401432806513973e-05,1.7887441976465473e-05,1.648230573113849e-05,0.0067658954216908,45.72219233960391,26.247512390080328,45.72219233960391,,0.9951622045777336,0.2984825675878828,18.86336217920699,45.72219233960391,0.9867547317469172,0.927458441748428,11.359915071177342,22.861096169801957,0.9841920180253956,0.1304935071092157,30.650043671628147,68.58328850940586,0.491579566624165,1.0945620759240788,44.89005672610102,91.4443846792078,0.9903856036669813,0.497796322736071,18.340605827698887,45.72219233960391,0.9804092053268894,0.3945663399193376,28.60988741838068,68.58328850940586
MAYA,GT0372,a,False,40.0,1.4499999056258512,23.673468758856128,16.326531241143872,1.437962516580386e-05,1.849623483897392e-05,1.6059874076719014e-05,0.0066403660193189,45.72219233960391,26.386667368107236,45.72219233960391,,0.9947032874127564,0.0551462527972932,20.014971696374825,45.72219233960391,0.9894889850602756,0.8751270394015918,11.445297002830692,22.861096169801957,0.9826903699444616,0.1226842415246584,30.76586968838168,68.58328850940586,0.9768997741258988,0.1267569871023582,36.48645011379059,91.4443846792078,0.98928570325888,0.9171078119977064,17.341001749714703,45.72219233960391,0.980037980663467,0.3723746222466831,28.806602056942676,68.58328850940586
MAYA,GT0379,a,False,40.0,2.200007632809031,27.50002981558916,12.49997018441084,9.968498647650323e-06,2.327616305085301e-05,1.41271338542548e-05,0.0056645458616382,45.399067305401765,27.327079893643184,45.399067305401765,,0.9954068873023189,0.0162430121384903,11.790586004779795,45.399067305401765,0.9944320423161896,1.6152208293072765,6.758297032134014,22.69953365270088,0.5884507230058142,0.7868586389058306,20.8162599692388,68.09860095810265,0.5831279305025352,0.4092301730773329,24.534302849519747,90.79813461080352,0.6134729149873918,2.266415227283587,18.357995959494435,45.399067305401765,0.6778617100849469,0.7614107143151222,20.816260749419765,68.09860095810265
MAYA,GT0376,a,False,40.0,1.9000055426192828,26.206922913715527,13.793077086284471,1.122223171014856e-05,2.471509569372318e-05,1.587493453615346e-05,0.0060350907572434,45.56062982250283,26.919877130129585,45.56062982250283,,0.997140756087334,0.2051749331771521,19.539245045277177,45.56062982250283,0.9911870943234772,0.7299377050371618,11.722665276120177,22.780314911251416,0.9921589643571176,0.0674494115497224,31.142511339055428,68.34094473375424,0.989214409046728,0.3426145721165209,34.95574288283683,91.12125964500568,0.9901478986541608,0.833214421294766,17.836232315516746,45.56062982250283,0.9859075212861556,0.5536042176362407,28.468671788916133,68.34094473375424
MAYA,GT0378,a,False,40.0,2.0500058891451296,26.885271224439705,13.114728775560296,1.0775370384725444e-05,1.5292461249220173e-05,1.225638092328568e-05,0.0058653686861812,45.56062982250283,27.12026235428376,45.56062982250283,,0.9960171222808468,0.2086068831525056,19.67303395583825,45.56062982250283,0.9890921327362804,1.3456513089187605,10.814664378151516,22.780314911251416,0.9867088315641416,0.0433768482457398,31.26880552134648,68.34094473375424,0.4423394883983013,1.0743017950889453,44.80292922148991,91.12125964500568,0.9900540985521208,0.672384754199336,18.38004085538484,45.56062982250283,0.5511898875311193,0.9081067008749428,36.45605394848335,68.34094473375424
MAYA,GT0380,a,False,40.0,2.35001186122872,28.0597437689881,11.9402562310119,8.41543165403317e-06,1.7506614340467063e-05,1.1129207922007163e-05,0.0055163772086556,45.399067305401765,27.538588851638757,45.399067305401765,,0.9959219160140348,0.0401651644224938,20.5237487165062,45.399067305401765,0.990264924016776,1.3341458855408057,10.937089017474904,22.69953365270088,0.3712876841553282,1.107987244479569,38.32429691475633,68.09860095810265,0.4376278867355648,0.4762004050627258,44.10221588502268,90.79813461080352,0.4413625275392178,2.19945853814726,31.788730780481707,45.399067305401765,0.5294128973771043,1.0932306907240312,38.3242951503733,68.09860095810265
MAYA,GT0565,a,False,40.0,2.500000210821155,28.57142925982414,11.42857074017586,6.920174181123402e-06,1.4866300553773407e-05,9.190495865128592e-06,0.0050159850171179,39.42125417266203,27.753150001750804,39.42125417266203,,0.9963230388932188,0.0250957585907716,17.57990364701727,39.42125417266203,0.9921469888365578,1.4838172214068528,9.501055445843727,19.710627086331016,0.9934714156580304,0.0140157448354699,27.12260002383533,59.13188125899305,0.4877927496933391,3.146244005304147,23.141408282930914,78.84250834532406,0.9906986468662038,0.4449585057297948,16.463742693547818,39.42125417266203,0.4760695476003631,2.0554094696962544,40.330860337819104,59.13188125899305
MAYA,GT0615,a,False,40.0,1.7000005137141552,25.18518800391801,14.814811996081987,1.7203851325538166e-05,2.494847151217016e-05,2.0072228626688528e-05,0.006651986509283,53.31563064335438,26.6670403889074,53.31563064335438,,0.9981943050530993,0.4109170377964167,15.884415185322972,53.31563064335438,0.9928016240298166,0.7434845467759333,10.290166266734069,26.65781532167719,0.994350452735883,0.093475470909372,26.26638453378744,79.97344596503157,0.9937458997537322,0.6351438656974145,28.49394895317169,106.63126128670876,0.9947937149742252,0.0447837437980064,17.075824188428726,53.31563064335438,0.9882770977391432,0.0717886419816629,26.415939432786995,79.97344596503157
MAYA,GT0617,a,False,40.0,2.099995877505519,27.096757034339383,12.903242965660615,1.3759451401435413e-05,2.504267959845877e-05,1.739920727301504e-05,0.0059411737318736,53.15406812625331,27.188546643086397,53.15406812625331,,0.9986540838441932,0.5332164129491441,15.767289583941654,53.15406812625331,0.9953129395034118,0.6891874964220346,10.372742071011077,26.577034063126654,0.9955443207573592,0.2086096045880732,25.38266317852462,79.73110218937995,0.9940707513968082,0.5126315887443379,28.38005275786228,106.3081362525066,0.9926185326651922,0.0787152280013169,16.912203286064102,53.15406812625331,0.9902490863346006,0.0172781686344193,26.423695242322665,79.73110218937995
MAYA,GT0618,a,False,40.0,1.8000012838298776,25.714292264435148,14.285707735564852,1.620221811508164e-05,2.523804045854826e-05,1.942929604381291e-05,0.0064918977244045,53.31563064335438,26.791011426867826,53.31563064335438,,0.9978896352203852,0.0112527360000351,16.924067991685952,53.31563064335438,0.9922539960432272,0.6985257410944212,10.34565246363427,26.65781532167719,0.9935487909452084,0.0503272946268081,26.160260190230822,79.97344596503157,0.990577726225584,0.8964498186085242,27.503436214718043,106.63126128670876,0.9900395198210284,0.0232501606483745,17.04563325646286,53.31563064335438,0.9824564042828255,0.0452426851549371,26.340899893061785,79.97344596503157
MAYA,GT0622,a,False,40.0,2.399997722742876,28.235286237859345,11.764713762140657,1.1679929310089605e-05,2.4567682777732445e-05,1.5470447574685948e-05,0.0052659947046694,52.99250560915223,27.60979355723868,52.99250560915223,,0.9965761407390402,0.2622053894989131,16.622985434788376,52.99250560915223,0.993491896973462,0.6409944783145984,10.511639888256004,26.49625280457612,0.9896222185905138,0.0420590766237197,26.738500831542265,79.48875841372835,0.9838637629506344,0.2663102116366575,35.58476785826487,105.98501121830446,0.9928109766457656,0.0201009232652064,17.373439390904885,52.99250560915223,0.9858004544086808,0.0342090131715544,26.790560932675643,79.48875841372835
MAYA,GT0621,a,False,40.0,2.3000026250386227,27.878797520795352,12.121202479204648,1.2470424988177589e-05,2.611347491360737e-05,1.6604679252678395e-05,0.0055123546525671,52.99250560915223,27.467586055128983,52.99250560915223,,0.99853083254584,0.5511016936532069,15.862679022238146,52.99250560915223,0.9950838058321976,0.6364017424912688,10.49776157085934,26.49625280457612,0.9952641103811712,0.0016419773269969,26.468667188774248,79.48875841372835,0.9932637711960168,0.6580209267662932,30.745565509282105,105.98501121830446,0.9914339102927632,0.1821816817153946,16.777454249975886,52.99250560915223,0.990591040541039,0.0526893559926159,26.782785416447933,79.48875841372835
MAYA,GT0717,a,False,40.0,1.099999970396365,20.95238068386725,19.04761931613275,2.1619178705847505e-05,2.395141628531489e-05,2.2729768045059344e-05,0.0077574915127856,53.63875567755653,26.1152482669428,53.63875567755653,,0.998058461782058,0.3300509979174577,15.936412770848834,53.63875567755653,0.9908512238540662,0.526107278941857,10.674960268819095,26.819377838778266,0.9946711749769096,0.1284162868317295,26.1130962210362,80.4581335163348,0.99243705954496,0.3538890996200858,32.96072091740526,107.27751135511306,0.9940805559620834,0.0422323893085821,16.923507871216895,53.63875567755653,0.9804673408791644,0.0266305788503566,26.034675846400905,80.4581335163348
MAYA,GT0730,a,False,40.0,1.4000000836222857,23.333333914043628,16.66666608595637,1.882040834606832e-05,2.43562134071601e-05,2.112699370782242e-05,0.0055864451318516,53.63875567755653,26.337254256250564,53.63875567755653,,0.997402320279791,0.2820538117845912,16.085932974275387,53.63875567755653,0.9905332831258244,0.4828868988020873,10.712699997688553,26.819377838778266,0.9912273066559916,0.1481432261386994,26.221852345378327,80.4581335163348,0.9892022075631692,0.0364275294454019,30.984599772347444,107.27751135511306,0.9945610952619588,0.0633397377935471,17.015678144788126,53.63875567755653,0.9843687826546574,0.0578524544779869,26.21102254364888,80.4581335163348
MAYA,GT0777,a,False,40.0,3.90001472934755,31.83675923249192,8.163240767508082,6.877849723714631e-06,2.4223314310104766e-05,1.0417729814789325e-05,0.0063890037594713,52.34625554074793,29.78142472970702,52.34625554074793,,0.996649577622147,0.3337243776223144,17.42974897802006,52.34625554074793,0.994251320580518,0.4512341413620438,11.238985957961216,26.173127770373966,0.9936676076585956,0.0755873410505183,28.45848015964232,78.5193833111219,0.9878395239404968,0.9725583987420674,32.94836530812583,104.69251108149588,0.9887126440132488,0.4863318900269464,17.516621789500846,52.34625554074793,0.987323205230223,0.4298588413521821,26.303910427565448,78.5193833111219
MAYA,GT0778,a,False,40.0,3.7000070617911622,31.489374489417024,8.510625510582974,7.019076969008429e-06,2.0202350125638505e-05,9.82402449000342e-06,0.0051138120776455,52.34625554074793,29.495140347687464,52.34625554074793,,0.9969107634124256,0.3155104949332323,17.56810916571887,52.34625554074793,0.9930130564143071,0.452163768023003,11.28700857041596,26.173127770373966,0.988924735157234,0.0897903707449399,28.6698776486586,78.5193833111219,0.9803790008686426,0.9977131302697528,32.99802036997929,104.69251108149588,0.9884866376579388,0.5843095460995493,17.35526702897104,52.34625554074793,0.9854495628326364,0.1532707201225454,27.585232431725977,78.5193833111219
