sim_id,total_mass,ell,em,match,phase_diff_per_cycle,f_lower_mode
SXS:BBH:0005,50,3,2,0.9923532177518606,0.009218348648598433,21.393719709902296
SXS:BBH:0005,50,4,3,0.9787210443183081,0.15169677248421057,32.09057956485344
SXS:BBH:0005,60,2,2,0.9946717119249132,0.002497177328747542,17.82680236449631
SXS:BBH:0005,60,2,1,0.9968424466676927,0.05057543930109554,8.913401182248155
SXS:BBH:0005,60,3,3,0.9653141470818019,0.04397909669999482,26.740203546744464
SXS:BBH:0005,60,4,4,0.9852038627873952,0.16753490743244448,35.65360472899262
SXS:BBH:0005,60,3,2,0.9912401735063469,0.0017984506788047909,17.82680236449631
SXS:BBH:0005,60,4,3,0.9793751689947139,0.05293182811338356,26.740203546744464
SXS:BBH:0005,70,2,2,0.994571230176194,0.011282585722102787,15.279115562441005
SXS:BBH:0005,70,2,1,0.9963797947634488,0.06306960598809483,7.639557781220502
SXS:BBH:0005,70,3,3,0.9706597706672525,0.05346899882096126,22.918673343661506
SXS:BBH:0005,70,4,4,0.985807612526277,0.10724480809776361,30.55823112488201
SXS:BBH:0005,70,3,2,0.9923044647462383,0.012404293268994756,15.279115562441005
SXS:BBH:0005,70,4,3,0.9789553192335059,0.06298033125025057,22.918673343661506
SXS:BBH:0005,80,2,2,0.9953499289675605,0.006348635190130915,13.3684657657991
SXS:BBH:0005,80,2,1,0.9969926832536203,0.05598680503001281,6.68423288289955
SXS:BBH:0005,80,3,3,0.9747496568133834,0.048107776285689435,20.052698648698648
SXS:BBH:0005,80,4,4,0.9895315786596655,0.10174703399237435,26.7369315315982
SXS:BBH:0005,80,3,2,0.993220354874927,0.006432088842066328,13.3684657657991
SXS:BBH:0005,80,4,3,0.9782799762209943,0.05747560760214209,20.052698648698648
SXS:BBH:0005,90,2,2,0.9955458812623239,0.00849024389565044,11.882498550224357
SXS:BBH:0005,90,2,1,0.9973569424228769,0.061072196104283334,5.941249275112178
SXS:BBH:0005,90,3,3,0.9766780137587736,0.05097829334698439,17.823747825336536
SXS:BBH:0005,90,4,4,0.9902529315328954,0.10428774347734694,23.764997100448713
SXS:BBH:0005,90,3,2,0.9933133105072729,0.00922721027731383,11.882498550224357
SXS:BBH:0005,90,4,3,0.980925395633557,0.06029871775657751,17.823747825336536
SXS:BBH:0005,100,2,2,0.9952838640258168,0.003206893081004823,10.693796730810785
SXS:BBH:0005,100,2,1,0.9974351570996173,0.04989555250838304,5.3468983654053925
SXS:BBH:0005,100,3,3,0.9774586256565163,0.044329518323734524,16.040695096216176
SXS:BBH:0005,100,4,4,0.9894083923695123,0.09800877245455103,21.38759346162157
SXS:BBH:0005,100,3,2,0.993061115771091,0.0025227185188129602,10.693796730810785
SXS:BBH:0005,100,4,3,0.9824332723348953,0.0534735194974967,16.040695096216176
SXS:BBH:0169,10,2,2,0.99037919709922,0.1251970413055821,116.27962275374506
SXS:BBH:0169,10,2,1,0.9683755335730473,0.03782681876883356,58.13981137687253
SXS:BBH:0169,10,3,3,0.9878311827683409,0.09525242936628579,174.4194341306176
SXS:BBH:0169,10,4,4,0.8539184365715565,0.06962482768817496,232.55924550749012
SXS:BBH:0169,10,3,2,0.9565406006109783,0.015126304214495153,116.27962275374506
SXS:BBH:0169,10,4,3,0.9367573432017409,0.40496535397785477,174.4194341306176
SXS:BBH:0169,15,2,2,0.9913173418559211,0.005909349896635301,77.5197485024967
